PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,GENERATION
8444,1995,NV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",GEOTHERMAL,1553696
8445,1995,NV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,19093
8446,1995,NV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,37900
8447,1995,NV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,4
8448,1995,NV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,19997354
8449,1995,NV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,13971824
8450,1995,NV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,1922441
8451,1995,NV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,4076540
8452,1995,NV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,26549
8453,1995,NV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,138
8454,1995,NV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,138
8455,1995,NV,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,2355809
8456,1995,NV,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,2329175
8457,1995,NV,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER,26634
8458,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,133413281
8459,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,COAL,22288913
8460,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,25993197
8461,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,49056506
8462,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,26336172
8463,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,1969440
8464,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,96673
8465,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,8268290
8466,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-1162013
8467,1995,NY,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,566103
8468,1995,NY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,3142063
8469,1995,NY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,1113037
8470,1995,NY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,364245
8471,1995,NY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,1363360
8472,1995,NY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER GASES,512
8473,1995,NY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,113102
8474,1995,NY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,187807
8475,1995,NY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,101160796
8476,1995,NY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,19943312
8477,1995,NY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,24782142
8478,1995,NY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,23414071
8479,1995,NY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,26336172
8480,1995,NY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,7834878
8481,1995,NY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-1162013
8482,1995,NY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,12234
8483,1995,NY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,4271290
8484,1995,NY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,982904
8485,1995,NY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,93658
8486,1995,NY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,2712990
8487,1995,NY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,96161
8488,1995,NY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,189938
8489,1995,NY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,195639
8490,1995,NY,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,23753739
8491,1995,NY,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,1340148
8492,1995,NY,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,21721063
8493,1995,NY,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,434739
8494,1995,NY,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,87366
8495,1995,NY,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,170423
8496,1995,NY,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,1085393
8497,1995,NY,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,22549
8498,1995,NY,"COMBINED HEAT AND POWER, COMMERCIAL POWER",HYDROELECTRIC CONVENTIONAL,4360
8499,1995,NY,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,844137
8500,1995,NY,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,171341
8501,1995,NY,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,43006
8502,1995,OH,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,139343902
8503,1995,OH,TOTAL ELECTRIC POWER INDUSTRY,COAL,120629428
8504,1995,OH,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,232221
8505,1995,OH,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,724821
8506,1995,OH,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,16768050
8507,1995,OH,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,21860
8508,1995,OH,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,139069
8509,1995,OH,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,330064
8510,1995,OH,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,498389
8511,1995,OH,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,4762
8512,1995,OH,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,4762
8513,1995,OH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,137860132
8514,1995,OH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,120043024
8515,1995,OH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,227459
8516,1995,OH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,523480
8517,1995,OH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,16768050
8518,1995,OH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,0
8519,1995,OH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,298119
8520,1995,OH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,1425403
8521,1995,OH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,585014
8522,1995,OH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,173912
8523,1995,OH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,139069
8524,1995,OH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,29019
8525,1995,OH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,498389
8526,1995,OH,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,19979
8527,1995,OH,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,19979
8528,1995,OH,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,33626
8529,1995,OH,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,1390
8530,1995,OH,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,27429
8531,1995,OH,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,1881
8532,1995,OH,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,2926
8533,1995,OK,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,52667367
8534,1995,OK,TOTAL ELECTRIC POWER INDUSTRY,COAL,32785062
8535,1995,OK,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,2779920
8536,1995,OK,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,16715507
8537,1995,OK,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,1658
8538,1995,OK,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,65000
8539,1995,OK,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,98685
8540,1995,OK,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-64663
8541,1995,OK,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,286198
8542,1995,OK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,47955288
8543,1995,OK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,29714368
8544,1995,OK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,2779920
8545,1995,OK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,15448135
8546,1995,OK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,77528
8547,1995,OK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-64663
8548,1995,OK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,1339824
8549,1995,OK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,434773
8550,1995,OK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,531038
8551,1995,OK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,1658
8552,1995,OK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,65000
8553,1995,OK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,21157
8554,1995,OK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,286198
8555,1995,OK,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,3313929
8556,1995,OK,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,2635921
8557,1995,OK,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,678008
8558,1995,OK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,58326
8559,1995,OK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,58326
8560,1995,OR,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,45265553
8561,1995,OR,TOTAL ELECTRIC POWER INDUSTRY,COAL,1552491
8562,1995,OR,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,40764465
8563,1995,OR,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,2353475
8564,1995,OR,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,79600
8565,1995,OR,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,5027
8566,1995,OR,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,510495
8567,1995,OR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,429216
8568,1995,OR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,349459
8569,1995,OR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,157
8570,1995,OR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,79600
8571,1995,OR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,44031261
8572,1995,OR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,1527874
8573,1995,OR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,40415006
8574,1995,OR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,2084035
8575,1995,OR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,0
8576,1995,OR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,4346
8577,1995,OR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,0
8578,1995,OR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,528200
8579,1995,OR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,24617
8580,1995,OR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,0
8581,1995,OR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,250874
8582,1995,OR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,675
8583,1995,OR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,252034
8584,1995,OR,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,275862
8585,1995,OR,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,17401
8586,1995,OR,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,258461
8587,1995,OR,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,1014
8588,1995,OR,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,1008
8589,1995,OR,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,6
8590,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,185451311
8591,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,COAL,106334647
8592,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,2030207
8593,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,4926183
8594,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,66461535
8595,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,45280
8596,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,1649492
8597,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,781665
8598,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,3647599
8599,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-1240153
8600,1995,PA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,814856
8601,1995,PA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,4161174
8602,1995,PA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,2401080
8603,1995,PA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,346510
8604,1995,PA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,114
8605,1995,PA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,1380028
8606,1995,PA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER GASES,1339
8607,1995,PA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,32103
8608,1995,PA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,168941707
8609,1995,PA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,96799645
8610,1995,PA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,1683697
8611,1995,PA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,2164830
8612,1995,PA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,66461535
8613,1995,PA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,3072153
8614,1995,PA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-1240153
8615,1995,PA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,4835009
8616,1995,PA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,1996759
8617,1995,PA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,1102690
8618,1995,PA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,2111
8619,1995,PA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,779736
8620,1995,PA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,333186
8621,1995,PA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,620527
8622,1995,PA,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,7128726
8623,1995,PA,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,5128246
8624,1995,PA,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,1516691
8625,1995,PA,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER,43169
8626,1995,PA,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,44844
8627,1995,PA,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER GASES,590
8628,1995,PA,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,200857
8629,1995,PA,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,194329
8630,1995,PA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,384695
8631,1995,PA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,8917
8632,1995,PA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,141858
8633,1995,PA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,224620
8634,1995,PA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,9300
8635,1995,RI,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,4488213
8636,1995,RI,TOTAL ELECTRIC POWER INDUSTRY,COAL,0
8637,1995,RI,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,9169
8638,1995,RI,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,4322242
8639,1995,RI,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,79729
8640,1995,RI,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,77073
8641,1995,RI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,3309521
8642,1995,RI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,9169
8643,1995,RI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,3217879
8644,1995,RI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,79729
8645,1995,RI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,2744
8646,1995,RI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,653076
8647,1995,RI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,0
8648,1995,RI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,0
8649,1995,RI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,602742
8650,1995,RI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,50334
8651,1995,RI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,21493
8652,1995,RI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,18397
8653,1995,RI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,3096
8654,1995,RI,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,447324
8655,1995,RI,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,447324
8656,1995,RI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,56799
8657,1995,RI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,35900
8658,1995,RI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,20899
8659,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,80913648
8660,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,COAL,26337190
8661,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,3457143
8662,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,689882
8663,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,49173476
8664,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,67368
8665,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,9254
8666,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,257440
8667,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-657895
8668,1995,SC,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,1579790
8669,1995,SC,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,61461
8670,1995,SC,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,61461
8671,1995,SC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,78439814
8672,1995,SC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,25801600
8673,1995,SC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,3392394
8674,1995,SC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,600385
8675,1995,SC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,49173476
8676,1995,SC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,129854
8677,1995,SC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-657895
8678,1995,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,2335017
8679,1995,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,535590
8680,1995,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,80553
8681,1995,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,4678
8682,1995,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,9254
8683,1995,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,125152
8684,1995,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,1579790
8685,1995,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,77356
8686,1995,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",HYDROELECTRIC CONVENTIONAL,3288
8687,1995,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,8944
8688,1995,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,62690
8689,1995,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,2434
8690,1995,SD,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,8811793
8691,1995,SD,TOTAL ELECTRIC POWER INDUSTRY,COAL,2721295
8692,1995,SD,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,6009871
8693,1995,SD,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,63139
8694,1995,SD,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,17488
8695,1995,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,8811793
8696,1995,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,2721295
8697,1995,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,6009871
8698,1995,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,63139
8699,1995,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,17488
8700,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,85730835
8701,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,COAL,59475004
8702,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,9628551
8703,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,475095
8704,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,15708421
8705,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER,158063
8706,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,58704
8707,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,11062
8708,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,257385
8709,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-615489
8710,1995,TN,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,574039
8711,1995,TN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,19802
8712,1995,TN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,19802
8713,1995,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,82277534
8714,1995,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,57971909
8715,1995,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,8801848
8716,1995,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,158234
8717,1995,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,15708421
8718,1995,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,252611
8719,1995,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-615489
8720,1995,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,3355256
8721,1995,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,1477347
8722,1995,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,826703
8723,1995,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,300396
